id,date,content,Emotion
57,2022-09-09 19:40:57+00:00,incredible service held tonight with the prime minister attendance paul cathedral for the first proclamation king charles iii and paying our respects our queen stpaulscathedral queenelizabeth kingcharles longlivetheking,5.0
58,2022-09-09 19:40:17+00:00,illuminated purple tonight the city london pays tribute her majesty the queen,5.0
59,2022-09-09 19:39:16+00:00,buckingham palace london englandregional indicator for live faith not sightwe are confident say and would prefer away from the body and home with the lord make our goal please him whether are home the body away from corinthians,3.0
60,2022-09-09 19:38:21+00:00,beautiful indeed that how was yesterday before buckingham palace announced the news her majesty queen elizabeth passed away minutes before the news buckingham palace london,5.0
61,2022-09-09 19:34:46+00:00,taking bertie the queen head tonight was genius move rip irl mentions,7.0
62,2022-09-09 19:33:37+00:00,three cheers for his majesty the king kingcharles stjamespalace queenelizabethii,5.0
63,2022-09-09 19:25:30+00:00,asado steakhouse london england,10.0
64,2022-09-09 19:22:57+00:00,rest peace queen elizabeth ripqueenelizabeth queenelizabeth queen queenelizabethii buckinghampalace londonbridgeisdown londonbridge london,5.0
65,2022-09-09 19:20:36+00:00,message from the bishop london the death her majesty the queen,0.0
66,2022-09-09 19:20:22+00:00,statement the archbishop york the death her majesty the queen,3.0
67,2022-09-09 19:20:07+00:00,statement the archbishop canterbury the death her majesty the queen,3.0
68,2022-09-09 19:19:36+00:00,soon inshallah will tweeting about kugu shareef rip,7.0
69,2022-09-09 19:18:33+00:00,end very sad week rip queenelizabeth godsavetheking one canada square,7.0
70,2022-09-09 19:11:43+00:00,the monarchy crown godsavethequeen abolishthemonarchy,10.0
71,2022-09-09 19:06:37+00:00,saw kingcharles today raising hands mediumlight skin tone,10.0
72,2022-09-09 19:05:36+00:00,what did bill shankly sayfootball isnt matter life and death its much mors important than that,0.0
73,2022-09-09 19:04:01+00:00,shook his hand and said your mother has been absolutely wonderful for this country and know you will tooking charles responded saying hope wellwishers told what king charles iii said them today kingcharles kingcharlesiii,5.0
74,2022-09-09 19:00:11+00:00,the commons was its best today with powerful tributes her late majesty the queen from across the housegod save the king flag for united kingdom,5.0
75,2022-09-09 18:59:12+00:00,conversations about death with very wee folk last night our and half year old thought for little bit and saidwhich direction heavenshe also calls home alone kevin heaven mishearing she may thinking him,2.0
76,2022-09-09 18:57:03+00:00,wasn this dubious totally anonymous escooter rider was scares death when see the ever increasing number riders who dress like this for this very reason needs solve this frightening issue asap,6.0
77,2022-09-09 18:55:41+00:00,moving service this evening our remarkable queen may your beautiful soul rest peace queenelizabeth heart,5.0
78,2022-09-09 18:53:13+00:00,was deeply saddened amp shocked the death queenelizabethii yesterday evening walked farirngdon the reality sunk watching tfl stationmaster put the sign amp helping hand from colleague inform travellers was now plain see rip,7.0
79,2022-09-09 18:52:58+00:00,what difference few months make the flag flying high for the queen the trooping the colour her golden jubilee then the flag flying with the new king residence and the flowers laid her majesty honour,5.0
80,2022-09-09 18:52:36+00:00,rip queen elizabeth,7.0
81,2022-09-09 18:51:35+00:00,great honour the house commons today hear many powerful and affecting tributes her late majesty,3.0
82,2022-09-09 18:51:25+00:00,well was his majesty before her long live the king,5.0
83,2022-09-09 18:51:00+00:00,the midst our national grief there private grief prayers for alan who died this afternoon and for his family and friends who grieve life long and well livedmay rest peace and rise glory,5.0
84,2022-09-09 18:47:52+00:00,just arrived home from following the arsenal gallen had terrific time with great friends and drank and sang support our great club our fans also showed great respect the news the death the queen rip,7.0
85,2022-09-09 18:47:23+00:00,harry and meghan got mention kingcharles,1.0
86,2022-09-09 18:46:50+00:00,rip queen elizabethnd what strange holiday this has been,7.0
87,2022-09-09 18:46:39+00:00,hundreds mourners continue defy the rains they converge buckingham palace pay their respect the late queen elizabethii whose death was announced thursday evening queenelizabethii rip,7.0
88,2022-09-09 18:45:30+00:00,think most people have moved with regards that more interesting will how the death the queen affects public support for the monarchy,5.0
89,2022-09-09 18:42:49+00:00,there some econ major already writing dissertation the economic impact the queens death tourism,0.0
90,2022-09-09 18:40:03+00:00,week long time politicsthe new king meets the new prime minister for their first meeting following the death the late queen elizabeth buckingham palace this afternoon,2.0
91,2022-09-09 18:39:51+00:00,rest peace your majesty,5.0
92,2022-09-09 18:38:50+00:00,rest peacemy most most most loved and favourite monarch queen elizabeth england englandenglandpurple heartpurple heartjoyjoy england,5.0
93,2022-09-09 18:37:31+00:00,doing excellent job hes really good bless him queenelizabeth kingcharles,5.0
94,2022-09-09 18:36:12+00:00,beautiful service honor her late majesty cryflag for united kingdom prayqueenelizabeth,5.0
95,2022-09-09 18:32:53+00:00,mourning her majesty news live london flag for united kingdom look for her reports outside buckingham palace starting,3.0
96,2022-09-09 18:25:54+00:00,may her majesty queen elizabeth rest eternal peace white heartqueenelizabeth queen queenelizabethii londonbridge buckinghampalace,5.0
97,2022-09-09 18:21:49+00:00,rest peace queen elizabeth april sept the longest serving british monarch todays awaa presentation was cancelled and will return next week will announce our end september talk shortlyqueenelizabeth restinpeace condolences,5.0
98,2022-09-09 18:21:07+00:00,another proud english gentemoji modifier fitzpatrick type emoji modifier fitzpatrick type regional indicator,3.0
99,2022-09-09 18:20:21+00:00,amazing and emotional scenes windsor today thousands people paying their respects her majesty queen elizabeth truly inspirational leader queenelizabeth queenelizabethii windsorcastle,3.0
100,2022-09-09 18:20:01+00:00,for the love god will you please let this man bedbbcnews huwedwards kingcharles queenelizabeth,5.0
101,2022-09-09 18:18:42+00:00,beautiful solemn mass requiem for queen elizabeth westminster cathedral this evening spoke eloquently and captured the mood perfectly requiescat pace your majesty heart,5.0
102,2022-09-09 18:17:51+00:00,this thumbsup abolishthemonarchy thequeenisdead republicnow,10.0
103,2022-09-09 18:16:47+00:00,not true the crown estate not for the royal family sell liquidate all bit more complicated than the antiroyalists make out,3.0
104,2022-09-09 18:09:52+00:00,breaking the police watchdog has launched homicide investigation into the death chriskaba who was shot armed met officers streatham hill monday september,0.0
105,2022-09-09 18:09:46+00:00,the has received formal notice condolences from every country the world following the death the queen including from president putinhowever syria iran and north korea the queen death was not being noted,5.0
106,2022-09-09 18:09:24+00:00,god save the king going take quite bit getting used toits gonna like writing the wrong year all the way through januarybbcnews kingcharles godsavetheking godsavethequeen,5.0
107,2022-09-09 18:09:09+00:00,miss england much right now flag for united kingdom heart ripqueenelizabeth,3.0
108,2022-09-09 18:09:00+00:00,still seems strange hear people sing god save the king wonderful service and tribute the late queen paul stpauls queenelizabeth kingcharles,5.0
109,2022-09-09 18:08:07+00:00,leaving the flowers front buckingham palace for her majesty the queen elisabeth such sad day rip praybuckinghampalace londonregional indicator buckingham palace,7.0
110,2022-09-09 18:05:24+00:00,beloved huzoor aba graciously appointed syed khalid shah sahib nazireaala and amir muqami hoist the flag and chair the mkaukijtema opening session due the passing away her majesty queen elizabeth the flags will fly halfmast this years ijtema,5.0
111,2022-09-09 18:02:41+00:00,london and just walked past buckingham palace people pay their respects her majesty queen elizabeth,3.0
112,2022-09-09 18:02:38+00:00,this has reminded how the expression end era often thrown about when the reality nothing the sort but with death elizabeth and ascension charlie iii believe really will the end era,0.0
113,2022-09-09 18:02:36+00:00,prince claude depussy likes catch live insects put them his mouth and hold them against the roof his mouth enjoying their death wriggles hes bit fluffy sadist,4.0
114,2022-09-09 18:01:33+00:00,the independent office for police conduct iopc has launched homicide investigation into chris kaba death lambeth shooting metpolice london,0.0
115,2022-09-09 17:53:18+00:00,also seeing people here saying abolishthemonarchy and chances are people saying that are too stupid realise that the monarchy one the biggest contributors the economymany tourists from around the world visit the because them stfu,5.0
116,2022-09-09 17:53:00+00:00,whole school assembly was held this morning commemorating the queen service led sachania and rabbi golker the assembly explored the queen service her place history and her legacy prayers were recited for the late queen for king charles and the royal family,3.0
117,2022-09-09 17:52:53+00:00,many mps were quite tearful watching that speech from his majesty the king tears were being wiped away members parliament latest report from downing street,5.0
118,2022-09-09 17:51:53+00:00,due the sad passing her majesty the queen elizabeth have decided cancel surgery for tomorrow can contacted iviswilliams,
119,2022-09-09 17:51:46+00:00,the car was going through the radio stations and every single channel playing either mellow music theyre doing news coverage about the death queenelizabethii not single radio station doing their normal stuff not one thats how big this,5.0
120,2022-09-09 17:47:43+00:00,rip our queen,7.0
121,2022-09-09 17:44:42+00:00,rest peace your majesty was honour live the same time youyou will missed candle buckingham palace london,5.0
122,2022-09-09 17:41:33+00:00,thought was because philip requested that the title earl wessex queens death charles never used again would say was legally entitled but never held that title was never knowledge used him used not even scotland,5.0
123,2022-09-09 17:41:01+00:00,such moving speech our new kingnow the beginning new agelong live the king regional indicator kingcharles,5.0
124,2022-09-09 17:40:15+00:00,couldnt said better celebrate the death woman who gave her duty and service her nation abhorrent she was important figure many that those who have been insensitive her loss not understand the profound effect has queenelizabethii,0.0
125,2022-09-09 17:39:20+00:00,moving and emotional words from our new king crown kingcharles,1.0
126,2022-09-09 17:37:40+00:00,the government has been shut down for years and now coming for the conference season same old tories taking the piss again says energy bills plan will not slowed queens death,2.0
127,2022-09-09 17:36:02+00:00,one fine queen princess rip queenelizabethii,7.0
128,2022-09-09 17:35:07+00:00,first immortal person left the earth rip queenelizabeth queenelizabeth queen queenelizabethiimemorial,7.0
129,2022-09-09 17:34:35+00:00,moving and powerful address from the kinghis majesty spoke for all when talked the service and dedication her late majesty the queenmost moving all spoke devoted son showing the love and devotion his mother,5.0
130,2022-09-09 17:32:54+00:00,page history turning after her reign yearsrest peace her majesty now let see what king charles iii and his era will bringqueenelizabeth queenelizabethii kingcharles kingcharlesiii buckinghampalace royalfamily,5.0
131,2022-09-09 17:29:44+00:00,people saying that charles has waited all his life for this job nothing can replace the loss your parents people forget that great speech and sure will great king and serve this country well kingcharles longlivetheking,5.0
132,2022-09-09 17:29:29+00:00,that was beautiful emotional and personal connecting elizabeth elizabeth and philip the dane quoting shakespeare hamlet flights angels sing thee thy rest queenelizabeth kingcharles gstk gstq,5.0
133,2022-09-09 17:29:04+00:00,one day the job and sliver hope that charles would more progressive monarch shattered already abolishthemonarchy,5.0
134,2022-09-09 17:28:57+00:00,king charles address was nothing short perfect flightsofangelssingtheetothyrest kingcharles godsavetheking,5.0
135,2022-09-09 17:28:50+00:00,great respect for her majesty queen elizabeth from who was fantastic guest event london today pray,3.0
136,2022-09-09 17:27:09+00:00,what fabulous speech his majesty delivered superbly pleased for william and catherine they become the new prince amp princess wales long live the king,5.0
137,2022-09-09 17:26:31+00:00,fascinating watch the people paying respects and leaving flowers but almost all with personal handwritten message her majesty speaks her bond with and closeness the people,3.0
138,2022-09-09 17:26:19+00:00,king charles confirms that prince william will become the prince wales his first public address monarchhe and his wife katherine become the prince and princess wales kingcharles,5.0
139,2022-09-09 17:25:59+00:00,why couldnt you refer them duke and duchess sussex thats their titles otherwise great kingcharles thekingsspeech,5.0
140,2022-09-09 17:25:17+00:00,astonished that anybody would pay any heed the opinions mass murdering dictator the death our monarch,0.0
141,2022-09-09 17:25:04+00:00,listened kingcharles speech the car radio the way homevery moving loving and dutiful son clearly loving father tooglad mentioned both his sons and wivesfather the nationand new princeofwales,5.0
142,2022-09-09 17:24:29+00:00,this aired people outside buckingham palace gathered groups around phones watch kingcharles speech,0.0
143,2022-09-09 17:23:32+00:00,our primary phase held special assembly memory her majesty queen elizabeth she served her country with dedication and commitment until the very endgurunanaksikhacademy rip queenelizabeth education dedication integrity values royal,7.0
144,2022-09-09 17:23:03+00:00,pinched charless bum and kissed him now hes king would that classed treason spicegirls kingcharles kingcharlesiii,6.0
145,2022-09-09 17:20:47+00:00,rider myself really marvellous activity missed these past couple years due spinal problems but will get back her majesty was amazing woman heart,5.0
146,2022-09-09 17:20:42+00:00,may flights angels sing thee thy resta moving tribute kingcharles his mother and our late queen god save the king,5.0
147,2022-09-09 17:19:37+00:00,king charles iii what wonderful speech your mother her majesty will proud you and all you will achieve for our wonderful nation god save the king england,5.0
148,2022-09-09 17:19:35+00:00,with opening remarks kingcharles loading primeminister read bible verses,10.0
149,2022-09-09 17:19:12+00:00,never did think the nag head covent garden would silenced kingcharles,1.0
150,2022-09-09 17:18:47+00:00,spoke with one woman whod chatted king charles iii outside buckingham palace heres what the new king said her point right kingcharles kingcharlesiii,5.0
151,2022-09-09 17:18:24+00:00,quality speech from our new king was absolute silence the pub when was thats how should long live the king kingcharles queenelizabethii royalfamily,5.0
152,2022-09-09 17:18:09+00:00,hes the highest ranking non royal duke the norfolks have been running state occasions for centuries doesnt oversee church activities but royal ceremony the medieval period earl marshall was responsible for overseeing the royal familys horses and protection detail,5.0
153,2022-09-09 17:16:05+00:00,rest peace,5.0
154,2022-09-09 17:15:47+00:00,our civil partnership mother behind rip may and father his parents refused attend they now love,7.0
155,2022-09-09 17:15:30+00:00,can only imagine how hard that speech must have been for grieving son beautiful tribute his mother and late queen our new king long live the king kingsspeech kingcharles,5.0
156,2022-09-09 17:14:07+00:00,britain has new prince and and princess wales confirmed king charles iii this evening queenelizabethii princeandprincessofwales kingcharles,5.0
157,2022-09-09 17:13:36+00:00,dignified heartfelt message and tribute queen elizabeth from king charles iii well done your majesty god save the king,5.0
158,2022-09-09 17:13:32+00:00,may flights angels sing thee thy rest christian take great comfort that the queen was not afraid death knowing she was going eternal peace with her maker,5.0
159,2022-09-09 17:13:12+00:00,rip gracious lady our queen,7.0
160,2022-09-09 17:13:09+00:00,that was really moving speech his majesty king charles iiibarney,5.0
161,2022-09-09 17:12:56+00:00,this was heart breaking broken heart cry queenelizabeth kingcharleslonglivetheking,6.0
162,2022-09-09 17:12:55+00:00,remarkably moving first address our family nations from his majesty king charles iii,5.0
163,2022-09-09 17:12:48+00:00,until this point felt very emotional but controlled until now kingcharles speech made cry what wonderful speech and message she would proud emoji modifier fitzpatrick type,5.0
164,2022-09-09 17:12:44+00:00,touching tribute the late queens son king charles behalf his family says simply thank you thank you for your love and devotion family and the worldkingcharles kingsspeech,5.0
165,2022-09-09 17:12:20+00:00,beautiful and very personal tribute queenelizabeth kingcharles today,5.0
166,2022-09-09 17:11:42+00:00,wow that was one heck king speech what wonderfully personal reflectionskingcharles kingcharlesiii kingsspeech ripqueenelizabethii ripqueenelizabeth queen king,5.0
167,2022-09-09 17:11:41+00:00,beautiful warm tribute his mama from king charles rip mum,7.0
168,2022-09-09 17:11:25+00:00,such moving speech kingcharles,5.0
169,2022-09-09 17:10:52+00:00,king charles says our values remain and must remain constanthe says too now pledge myself uphold the constitutional principals the heart our nation shall endeavour serve you with loyalty respect and love kingsspeech kingcharles,3.0
170,2022-09-09 17:10:27+00:00,liked his speech heartfelt dignifed kingcharles,5.0
171,2022-09-09 17:07:15+00:00,listening kingcharles feel really want get behind him and really hope does amazing job just not ever going accept camilla queen that makes bad person broken heart sad right now ripqueenelizabeth queenelizabeth,0.0
172,2022-09-09 17:07:05+00:00,kingcharles doing amazing job delivering this speech his first king and his first after losing his mother hours ago can imagine how tough this whole thing must,5.0
173,2022-09-09 17:06:47+00:00,rip thank you for your service,7.0
174,2022-09-09 17:06:11+00:00,morning the queens death,0.0
175,2022-09-09 17:05:29+00:00,thank you everyone who has wished and fellow yeoman warders well after her majesty death however there will not any posts from regarding this and what going happen next sure you understand,3.0
176,2022-09-09 17:04:34+00:00,well said luther,10.0
177,2022-09-09 17:04:09+00:00,englands old sayinggod save the queenenglands new saying whatme worry london united kingdom,3.0
178,2022-09-09 17:03:29+00:00,this all bit weirdwe have king crown bbcnews kingcharles,5.0
179,2022-09-09 17:01:48+00:00,what earth was that noisefeedback bbcnews kingcharles,10.0
180,2022-09-09 17:00:24+00:00,this will closest ever come interviewing the queen but was clear her jubilee that the british people loved her matter how many years she rained rip raised handsumbrella with rain drops ripqueen ripqueenelizabethii,7.0
181,2022-09-09 16:52:41+00:00,good see this tree going tom thumbs arch planned the liveablestreets schemethe petition calling not rip out road safety and landscaping improvements across the borough here,7.0
182,2022-09-09 16:50:57+00:00,heartfelt tribute her majesty one its kind,5.0
183,2022-09-09 16:50:25+00:00,went lay some flowers buckingham palace this afternoon rip your majesty,7.0
184,2022-09-09 16:48:44+00:00,finally someone talking sense abolish the royal family and say hundreds millions pounds security and policing,5.0
185,2022-09-09 16:44:54+00:00,wouldn have died hadn been resisting arrest simply stood still and complied the farce that his death caused would never have happened,6.0
186,2022-09-09 16:42:13+00:00,what the fampck has that got with the queen death george floyd was seasoned criminal who only died because resisted arrest get life and some perspective,6.0
187,2022-09-09 16:41:23+00:00,rip queennd how they expect overs bowled day the test match when they cant even bowl normal day rdtest,7.0
188,2022-09-09 16:40:17+00:00,someone death amuses you that says lot about you person write that political not funny not opinion vile you sir are disgusting and would well advised stay indoors,0.0
189,2022-09-09 16:38:47+00:00,rest peace queen elizabeth are deeply saddened the news the death her majesty the queenour thoughts are with the royal familyshe was wonderful person icon and national treasuremay she rest peace,5.0
190,2022-09-09 16:32:03+00:00,london strangely somber and emotional place today mourn the loss her majesty queen elizabeth and greet our new monarch king charles iii our condolences the royal family,6.0
191,2022-09-09 16:31:34+00:00,fair the queen has been heading downhill for while now not really shock expect the royal family were closely appraised especially charles however believe charles wanted create impression which why greeted the crowds,5.0
192,2022-09-09 16:28:10+00:00,our bells will rung fully muffled except for the tenor backstroke this evening tradition accorded the death the monarch thanks the middlesex bellringers,0.0
193,2022-09-09 16:22:21+00:00,think they should more liviaagrippina shit the royal family,1.0
194,2022-09-09 16:21:16+00:00,absolute badass repping england ready for her next chapteremoji modifier fitzpatrick type,5.0
195,2022-09-09 16:21:06+00:00,operation london bridge said was matter for individual organisations decidefootball could have gone ahead this weekend and could have all paid our respects her majestyinstead are making peoples mental health and lives worse keeping them away from football,5.0
196,2022-09-09 16:20:43+00:00,jumping someone death because you longer feel relevant how yesterday looked disgusting behaviour from man and player had lot respect for all favour and deal with your personal crisis home instead tarnishing the queen,3.0
197,2022-09-09 16:16:11+00:00,how you talk children about the queen death sitting round the table with today this historic day what have you told the young people your household and what have they asked you,5.0
198,2022-09-09 16:16:07+00:00,rip lizzy taught not brokebigben out nowqueenelizabeth undergroundhiphop hyperpop,7.0
199,2022-09-09 16:13:29+00:00,should send russia our condolences for the death pending vladimir putin might trigger some action,0.0
200,2022-09-09 16:12:50+00:00,happy play for england though werent you difficult justify when you hate the country much,0.0
201,2022-09-09 16:06:17+00:00,reached peak tastelessness royalist weeping the annsummers website cry for liz you buy dildo joy joy joy abolishthemonarchy,5.0
202,2022-09-09 16:06:13+00:00,only realised today that now that the queen gone the royal family longer has respect supportid almost certainly feel differently were william and kate but charles just seems pointless,3.0
203,2022-09-09 16:02:30+00:00,have look these high quality tea coffee sugar canisters made england available from smiths loughton online and our shop outlet smiths loughton cookshop,5.0
204,2022-09-09 16:01:20+00:00,here witness firsthand what will perhaps the last time human history day when commoners will mourn the death monarchthe mood mostly somber but there are enough people just here for selfie smirk,6.0
205,2022-09-09 16:01:07+00:00,are deeply saddened the death her majesty the queen our thoughts and condolences are with the royal family,0.0
206,2022-09-09 16:00:35+00:00,mark the passing her majesty queen elizabeth please join signing tribute our most famous residentbooks condolence are available paddington library maida vale library mayfair library and westminster city hall,5.0
207,2022-09-09 15:57:17+00:00,london during this time undoubtedly moment history rest peace the queen,5.0
208,2022-09-09 15:56:47+00:00,too much hope that the death our monarch might lead reevaluation the term service doesn make reactionary value highly the notion serving something bigger than myself far from public servant and wear the badge gladly,3.0
209,2022-09-09 15:56:22+00:00,still gave that charlie will out job next april though rip your majesty lifeisallabouthavingagiggle,7.0
210,2022-09-09 15:55:44+00:00,like many millions people all over the world have been shocked the death queenelizabethii she meant much many may she rip ripqueenelizabeth ripqueen royalfamily,7.0
211,2022-09-09 15:52:30+00:00,gesture respect her majesty queen elizabeth set this wall flowers queenelizabeth queenelizabethiimemorial,3.0
212,2022-09-09 15:51:12+00:00,local business area has designed these tshirts honor her majesty and her love corgis part the proceeds will goto the world wildlife fund worldwide shipping pls share folded hands light skin tonecrown restinpeacequeenelizabeth,5.0
213,2022-09-09 15:51:01+00:00,the heavens declare the glory the most high and its firmament shows its handiworkthe passing queen elizabeth the historical moment time whether anyone believes the monarchy not best believe the most high knows her very well rip prince,7.0
214,2022-09-09 15:50:00+00:00,think youll find its the french for invading england and then etc etc,10.0
215,2022-09-09 15:47:13+00:00,wow what pic king charles and the queen consort arriving buckingham palace camera with flash kingcharles buckinghampalace,3.0
216,2022-09-09 15:43:58+00:00,thank you your majesty queenelizabethas mark our deepest respect the queen specially her services our country the the flag will flown halfmast god save the king prince kingcharles,5.0
217,2022-09-09 15:43:49+00:00,are deeply saddened hear the death her majesty queen elizabeth mark respect all football games will postponed this week old finchleians club,5.0
218,2022-09-09 15:43:14+00:00,dont know about you not embarrassed admit that used watch the queens speech christmas day shushing faceemoji modifier fitzpatrick type male signpublic service duty the end remarkably remarkable rip your majesty disappointed,7.0
219,2022-09-09 15:42:03+00:00,feel very oddly moved elizabeth passing wished but don know why that the market had closed today rip heartpray,7.0
220,2022-09-09 15:39:19+00:00,kings and queens rolling tray kingcharles queenelizabeth queen handmade,10.0
221,2022-09-09 15:38:34+00:00,buckingham palace this afternoon have laid flowers showing respect her majesty queen elizabeth the second sincere condolences the family,3.0
222,2022-09-09 15:38:28+00:00,thank you for your kind tribute our most gracious majesty queen elizabeth the great that name with her the elizabethan age has gone and theyll never another proud elizabethan,5.0
223,2022-09-09 15:36:16+00:00,todays visit buckingham palace pay respects her majesty the queen,5.0
224,2022-09-09 15:32:30+00:00,recently had short holiday wales and was struck how many union flags saw many left over from the platinum jubilee lots welsh people are proud support the royal family,5.0
225,2022-09-09 15:32:15+00:00,the trinidad and tobago national flag being flown the trinidad and tobago high commission london halfmast today mark respect for the passing her majesty queen elizabeth,3.0
226,2022-09-09 15:29:31+00:00,such sad news but are not immortal and must make the most every single day the queen most certainly did and what legacy she has left behind now may she rest peace,5.0
227,2022-09-09 15:29:07+00:00,times doubt and anxiety the attitudes people show their daily lives their homes and their work are supreme importancerip queen elizabeth folded hands medium skin tone buckingham palace,0.0
228,2022-09-09 15:26:42+00:00,essex residents follow this live blog until the end the day and see how the county remembers her majesty crown,3.0
229,2022-09-09 15:25:38+00:00,very sorry for your loss cry broken heart rip beautiful girl rainbowheartsending love you all heartheart,7.0
230,2022-09-09 15:23:56+00:00,she did great things for the country too numerous list here ill just remind you that the royal family bring more cash the treasury than they cost the public purse each yearfinally show some respect she hasnt been dead hrs and you already cant help yourself,3.0
231,2022-09-09 15:22:18+00:00,edward couldn king because married divorced woman why charles allowed king someone tell hmmmmmmmm kingcharles,5.0
232,2022-09-09 15:18:05+00:00,hard agree not tragic unless the generic humanmortal sense which seem broad here she had long life great healthcare family wealth yet flag for united kingdom surprised how disconcerting finding her death you say seems struggle take our transience seriously,5.0
233,2022-09-09 15:14:54+00:00,london londonregional indicator westminister thequeen queenelizabeth rip princephilip west london,7.0
234,2022-09-09 15:14:36+00:00,somber day today work thoughts with the royal family god save king,5.0
235,2022-09-09 15:06:57+00:00,your majesty the queen greater britain rip that the angel take you heaven,7.0
236,2022-09-09 15:05:15+00:00,was buckingham palace when charles arrived idea did this see evil fair was the steps the victoria monumentkingcharles,0.0
237,2022-09-09 15:03:25+00:00,each day new beginning know that the only way live life try what right take the long view give best all that the day brings and put trust god queen elizabeth rest peace and thank you queenelizabeth,3.0
238,2022-09-09 15:02:25+00:00,your majesty the queen greater britain rip that the angel take you heaven,7.0
239,2022-09-09 15:01:40+00:00,hmmm really who are you bilawal zardari want learn about leadership dont need look far the only leader after qauid azam muhammad ali jinnah and never leader remember got this job stealing from pti majesty the queen rip,7.0
240,2022-09-09 15:00:37+00:00,anything would great think speak for the majority england,3.0
241,2022-09-09 15:00:36+00:00,another fall another turned pagewallace stegnerlondon londoncity londonengland londonengland londonlife londonlife londoncity londonuk londoncalling londonliferegional indicator londonunitedkingdom londontown lhr londongirl londoncitylife londonuk,6.0
242,2022-09-09 14:57:51+00:00,following the death the queen will twitter silence during this period mourning,6.0
243,2022-09-09 14:56:13+00:00,truly historic and emotional view the king and queen going into buckingham palace for the first time since the death the late queen elizabeth queen kingcharles,6.0
244,2022-09-09 14:52:51+00:00,the king troop royal horse artillery fired the death gun salute hyde park rounds were fired every seconds mark the passing queen elizabeth footage the troop returning from the salute london,0.0
245,2022-09-09 14:51:53+00:00,dolphinsquare sends our deepest condolences the royal family following the sad news her majesty passing and joins the nation mourning her loss,3.0
246,2022-09-09 14:49:39+00:00,farewell our beloved queen elizabeth who has cared for and provided stability continuity and above all moral standard aspire all these many years yesterday marks very great loss indeed rest peace our queen queenelizabeth queenelizabethiimemorial,5.0
247,2022-09-09 14:47:22+00:00,death doesn hurt the dead hurts the people around you stupidity,6.0
248,2022-09-09 14:45:57+00:00,pistols and motrhead saidgod save the queenwe mean manand theres futurein englands dreaming,3.0
249,2022-09-09 14:45:03+00:00,would like express our sincere condolences the royal family the loss her majesty the queen phenomenal woman who was ambassador for british values and great role model for our habits mind and school values,3.0
250,2022-09-09 14:44:42+00:00,his holiness mahant swami maharaj spiritual leader the worldwide hindu fellowship sends his prayers and condolences his majesty king charles iii,5.0
251,2022-09-09 14:43:58+00:00,our condolences for the queen and the royal family the words another great queen freddie mercury the show must come and laugh for lizzie the big smoke comedy club platform tonight free entry and pints local lager are only,1.0
252,2022-09-09 14:42:50+00:00,knew this day was coming but doesnt make any easier very sad day and monumental change for this country and the world she was the paragon dignity hard work and grace rip maam you were much loved and shall missed,7.0
253,2022-09-09 14:42:08+00:00,100 agree there has been change but think the reaction her death has been both largely respectful even from republicans and proportionate that must mean there place for monarchy here anyway that another conversation for longer day blush,0.0
254,2022-09-09 14:41:20+00:00,may queen rest peace long live the king,5.0
255,2022-09-09 14:41:00+00:00,didnt take long move the narrative from the death our queen climate change they are predictable,0.0
256,2022-09-09 14:40:36+00:00,the king has arrived king charles lllqueen kingcharles londonbridge queenelizabethiimemorial queenelizabethll queenelizabeth kingcharleslll,5.0
257,2022-09-09 14:40:27+00:00,charles hanoverian richard george the death queen anne pregnancies had surviving children due the act settlement only protestants could succeed the throne all stuarts were forbidden parliament looked obscure link hanover,3.0
258,2022-09-09 14:39:48+00:00,are deeply saddened that her majesty queen elizabeth has died want extend our deepest condolences the royal family behalf everyone north mid charity,5.0
259,2022-09-09 14:36:51+00:00,rip queen liz you would have loved the spicy fillet box meal broken heart,7.0
260,2022-09-09 14:34:43+00:00,the soul the queen rest peace,5.0
261,2022-09-09 14:33:55+00:00,londongod save the king crown proudbrit flag for united kingdom restinpeacequeenelizabethkingcharles,5.0
262,2022-09-09 14:33:04+00:00,kanye west releasing all grudges following death queen elizabeth,0.0
263,2022-09-09 14:30:24+00:00,read about the bank england hidden mulberries new blog post,3.0
264,2022-09-09 14:29:44+00:00,the old day county championship both sides used frequently forfeit their first innings manufacture result needs memorable game honour her majesty otherwise the whole thing pointless,3.0
265,2022-09-09 14:29:23+00:00,glad covid restrictions are looser that the crowd could shake hands with the new king crown kingcharles,5.0
266,2022-09-09 14:29:05+00:00,her majestyqueen elizabeth,10.0
267,2022-09-09 14:27:48+00:00,yes both sides owe her majesty make all worthwhile,3.0
268,2022-09-09 14:27:32+00:00,hear hear may she rest peaceand you are not rest and get back that other station and play some great tunes you sunglasses,5.0
269,2022-09-09 14:27:09+00:00,from the first handshake the last the queen did all with dignity decorum amp unwavering majesty queenelizabeth,3.0
270,2022-09-09 14:26:37+00:00,both sides should forfeit first innings was frequently the case the era day gamesyou owe her majesty make this match worthwhile,6.0
271,2022-09-09 14:23:11+00:00,written law apparently nothing that could perceived celebration allowed take place the immediate days following monarchs death,3.0
272,2022-09-09 14:21:46+00:00,this morning went live breakfast toronto speak about the legacy her majesty queen elizabeth and provide perspective,5.0
273,2022-09-09 14:17:46+00:00,this may help woozy face kingcharles notmyking,10.0
274,2022-09-09 14:14:19+00:00,memorable day here buckingham palace may she rest peace what run queenelizabeth flag for united kingdom,5.0
